code;product;quantity;cost
A5691AA;Id. Stand Ideaduo A5691AA Душевая система 200мм;5;27261.36
A5723AA;Id. Stand Cerasprint 2012 A5723AA Смеситель для ванны встраиваемый;2;10703.39
A5778AA;Id. Stand Idealrain Pro+ A5778AA Душевая система 200мм с термостатом для ванны Ceratherm;2;63371.19
A5833AA;Id. Stand Idealrain Cube A5833AA Душевая система 200мм с термостатом для душа Ceratherm;7;48370.17
A5834AA;ID-St A5834AA Idealrain CubeM3 Душевая система для установки со встраиваемым смесителе;2;28376.95
A5840AA;Id. Stand Strada A5840AA Однорукоятковый смеситель для умывальника удлиненный;2;23556.61
A5842AA;ID-St A5842AA Strada Однорукоятковый смеситель для умывальника уменьшенный;4;17912.54
A5844AA;Смеситель Ideal Standard Strada A5844AA для раковины;1;20717.29
A5845AA;ID-St A5845AA Strada Однорукоятковый смеситель для биде с донным клапаном;2;18442.37
A5846AA;ID-St A5846AA Strada Однорукоятковый смеситель для душа;3;18049.83
A5848AA;Id. Stand Strada A5848AA Однорукоятковый смеситель для ванны;6;23436.61
A5852AA;Id. Stand Strada A5852AA Встраиваемый смеситель для душа ( для A1000NU);1;17241.36
A5853AA;Id. Stand Strada A5853AA Однорукоятковый смеситель для ванны встраиваемый;1;18641.69
A5897AA;Id. Stand Strada A5897AA Однорукоятковый смеситель для умывальника;2;18185.08
A5948NU;ID-St A5948NU Strada встроенная часть для А5591;1;8515.93
A5960AA;IS A5960AA Ceraplan 2 Смеситель для гигиенического душа встраиваемый, Комплект (вместо A2749AA);10;5779.32
A6037AA;Id. Stand Idealrain A6037AA SOFT ECO+CERATHERM Душевая система;8;37494.92
A6041AA;Id. Stand Melange A6041AA Однорукоятковый смеситель для умывальника высокий с ДК;6;29401.02
A6042AA;Id. Stand Melange A6042AA Однорукоятковый смеситель для умывальника высокий;2;28052.54
A6246AA;Id. Stand Idealrain A6246AA SOFT+CERATHERM Душевая система;2;60182.03
A6281AA;ID-St A6281AA Ideaduo Душевая система 200мм без смесителя;1;20242.37
A6332AA;Id. Stand TONIC A6332AA Однорукоятковый смеситель для умывальника с высоким изливом;2;23128.47
A6333AA;Id. Stand TONIC A6333AA Однорукоятковый смеситель для умывальника;2;22213.22
A6335AA;Id. Stand TONIC II A6335AA Смеситель для умывальника настенный, излив 225;1;22241.69
A6337AA;Id. Stand TONIC II A6337AA Смеситель для душа настенный;1;23128.47
A6339AA;Id. Stand TONIC II A6339AA Смеситель для душа (для монтажа A1000NU);4;18857.29
A6340AA;Id. Stand TONIC II A6340AA Смеситель для ванны и душа (для монтажа A1000NU);2;20299.32
A6367AA;Id. Stand Ceratherm 50 A6367AA Термостат для душа;9;13360.68
A6942AA;IDEALRAIN ECO EVO Душевая система в комплекте с настенным термостатическим смесителем для душа с дву;2;40617.97
A6943AA;IDEALRAIN ECO EVO Душевая система для установки с настенным смесителем 3-функциональная душевая лей;2;23365.42
A6983AA;IDEALRAIN SOFT EVO Душевая система в комплекте с настенным термостатическим смесителем для душа с дв;2;47623.73
A6984AA;IDEALRAIN LUXE EVO JET Душевая система в комплекте с настенным термостатическим смесителем для душа;2;61764.41
A6985AA;IDEALRAIN CUBE EVO Душевая система в комплекте с настенным термостатическим смесителем для душа с дв;2;48782.03
A9104MY;Id. Stand IOM A9104MY Корзина для мусора;4;4722.71
A9105AA;Id. Stand IOM A9105AA Полочка для шампуня угловая;4;6592.88
A9106AA;Id. Stand IOM A9106AA Полка для полотенец для ванны;10;10717.63
A9108MY;Id. Stand IOM A9108MY Туалетная щетка с держателем;4;5026.78
A9109MY;Id. Stand IOM A9109MY диспенсер для жидкого мыла 0,5 л.;1;6254.24
A9111AA;Id. Stand IOM A9111AA Поворотное зеркало для бритья;7;7046.44
A9112AA;Id. Stand IOM A9112AA Полочка д/шампуня;9;3846.1
A9115AA;Id. Stand IOM A9115AA Крючок;10;1105.42
A9116AA;Id. Stand IOM A9116AA Двойной крючок для одежды;10;1606.78
A9117AA;Id. Stand IOM A9117AA Полотенцедержатель 45 см;10;3240.0
A9118AA;Id. Stand IOM A9118AA Полотенцедержатель 60 см;10;3543.05
A9120AA;Id. Stand IOM A9120AA стакан с держателем матовое стекло;1;1959.66
A9121AA;Id. Stand IOM A9121AA Стакан с держателем прозрачное стекло;5;1961.69
A9122AA;Id. Stand IOM A9122AA Мыльница матовое стекло;6;1946.44
A9123AA;Id. Stand IOM A9123AA мыльница прозрачное стекло;7;1936.27
A9124AA;Id. Stand IOM A9124AA Полка 60 см. матовое стекло;10;4551.86
A9125AA;Id. Stand IOM A9125AA Полка 60 см. прозрачное стекло;10;4533.56
A9126AA;Id. Stand IOM A9126AA Поручень прямой 300 мм с крепежом,;10;8380.68
A9127AA;Id. Stand IOM A9127AA Держатель для туалетной бумаги;1;3007.12
A9128MY;Id. Stand IOM A9128MY Туалетная щетка с держателем;10;4718.64
A9129AA;Id. Stand IOM A9129AA мыльница антивандальная;10;3667.12
A9131AA;Id. Stand IOM A9131AA Двойной полотенцедержатель поворотный;10;6785.08
A9132AA;IdST IOM A9132AA Держатель для запасного рулона туалетной бумаги;3;2000.34
A9135AA;Id. Stand. Softmood A9135AA Полотенцедержатель 60 см, хром;5;12313.22
A9136AA;Id. Stand. Softmood A9136AA Полотенцедержатель 30 см, хром;3;11117.29
A9138AA;Id. Stand. Softmood A9138AA Двойной полотенцедержатель,хром;5;16547.8
A9139AA;Id. Stand. Softmood A9139AA Стакан с держателем;7;6475.93
A9140AA;Id. Stand. Softmood A9140AA Диспенсер для жидкого мыла с держателем;4;13710.51
A9142AA;Id. Stand. Softmood A9142AA Держатель для туалетной бумаги;3;10204.07
A9144AA;Id. Stand. Softmood A9144AA Туалетная щетка с держателем;4;13192.88
A9145AA;Id. Stand. Softmood A9145AA Крючок;6;4184.75
A9158AA;Id. Stand CONNECT N9158AA Полочка;2;5244.41
A9181AA;IdST CONNECT NEW A9181AA Полотенцедержатель двойной;3;10086.1
A963935AA;Id. Stand. A963935AA;2;1346.02
B0004AA;ID-St B0004AA Idealrain Cube XL1 Душевая лейка XL1 130мм;2;2425.42
B0008AA;Id. Stand Idealrain Cube M3 B0008AA Душевой набор 3Ф/ 100мм 600мм;1;6465.76
B0010AA;ID-St B0010AA Idealrain Cube M1 Душевой набор 1Ф/100 900мм 1750;4;6413.9
B0012AA;Id. Stand Idealrain Cube M3 B0012AA Душевой набор 3Ф/ 100мм 900мм;1;6925.42
B0015AA;Id. Stand Idealrain Cube XL3 B0015AA Душевой набор 3Ф/130 600мм 1750;2;8333.9
B0016AA;ID-St B0016AA Idealrain Cube XL1 Душевой гарнитур со штангой;1;8260.68
B0017AA;Id. Stand Idealrain Cube XL3 B0017AA Душевой набор 3Ф/ 130мм 900мм;1;8796.61
B0020AA;Id. Stand Idealrain Cube M3 B0020AA Душевой гарнитур 100мм;1;5803.73
B0022AA;ID-St B0022AA Idealrain Cube XL1 Душевой гарнитур 130мм;2;5631.86
B0023AA;ID-St B0023AA Idealrain Cube XL3 Душевой гарнитур 130мм;1;6156.61
B0024AA;Id. Stand Idealrain Cube M1 B0024AA Верхний душ 200мм хром;3;12265.42
B0029AA;Id. Stand. IDEALRAIN B0029AA CUBE Пластиковый поворотный держатель для лейки;1;1614.92
B0040AA;IS B0040AA Ceraplan 2 Набор гиг душа (B0595AA+A5960AA+B9448AA+B0040AA-K);10;8033.9
B0040AA-K;IS B0040AA-K Ceraplan 2 Коробка-упаковка для гиг набора B0040AA;10;0
B0082AA;Id. Stand Slimline II B0082 AA Смеситель для раковины;1;5698.98
B0383MY;ID-St B0383MY Idealrain Luxe Круглый верхний душ 200 мм;3;13732.88
B0384MY;ID-St B0384MY Idealrain Luxe Круглый верхний душ 250 мм;3;19115.59
B0386MY;ID-St B0386MY Idealrain Luxe Круглый верхний душ 400 мм;6;35268.81
B0387MY;IS B0387MY Idealrain Luxe Верхний душ 200х200 мм, 1 режим, ½;3;14404.07
B0388MY;IS B0388MY Idealrain Luxe Верхний душ 300х300 мм, 1 режим, ½;3;26520.0
B0389MY;IS B0389MY Idealrain Luxe Верхний душ 400х400 мм, 1 режим, ½;3;38633.9
B0391MY;ID-St B0391MY Idealrain Luxe Прямоугольный верхний душ 250*400 мм;7;37693.22
B0399AA;ID-St B0399AA Idealrain Cube230 Душевая стойка с верхним душем;4;79538.64
B0407AA;ID-St B0407AA Vito См. для умывальника без донного клапана;2;5077.63
B0460AA;Id.St. Smart B0460AA Смеситель для умывальника с удлиненным корпусом;2;16128.81
B0464AA;Id.St. Smart B0464AA настенный смеситель для душа;2;13436.95
B0595AA;IdST B0595AA Гигиенический набор аналог B960941AA;10;1700.34
B0706AA;IS B0706AA Ceraplan III Смеситель для умывальника 217 мм, CLICK, HWTC, со сливным гарн., ∩ излив;2;9456.61
B0707AA;ID-St B 0707 AA CeraPlan_New См. для раковины;5;9195.25
B0708AA;IS B0708AA Ceraplan III Смеситель для умывальника 217 мм, CLICK, HWTC, гладкий, ∩ излив;2;8461.02
B0713AA;Смеситель Ideal Standard Ceraplan III B0713AA для биде;7;7366.78
B0714AA;ID-St B 0714 AA CeraPlan_New См. на бидэ;1;7108.47
B0715AA;ID-St B 0715 AA CeraPlan_New См. на бидэ;1;6373.22
B0716AA;IS B0716AA Ceraplan III Смеситель для душа, CLICK, HWTC;5;6768.81
B0718AA;IS B0718AA Ceraplan III Смеситель для ванны, CLICK, HWTC;7;8760.0
B0952AA;ID-St B 0952 AA CeraPlan_New См. для кухни;4;10664.75
B0955AA;ID-St B 0955 AA CeraPlan_New См. для кухни;2;16904.75
B0956AA;ID-St B 0956 AA CeraPlan_New См. для кухни;2;12367.12
B0960AA;IS B0960AA Ceraplan III Смеситель для кухни 239 мм, CLICK, HWTC, с выдвижным ∩ изливом;1;10551.86
B1097AA;ID-St B1097AA Idealrain ECO Душевая система 200мм со смесителем для ванны /душа ONNEC;1;37124.75
B1132AA;ID-St B1132AA Vito Комплект смесителей;10;14058.31
B1431AA;Id.St. IdealStyle B1431AA Набор смесителей 3 в 1;3;11971.53
B1707AA;IS B1707AA Ceraflex Смеситель для раковины 68 мм, HWTC, со сливным гарнитуром (пластик);3;5349.15
B1712AA;IS B1712AA Ceraflex Grande Смеситель для раковины 95 мм, HWTC, со сливным гарнитуром (пластик);3;6103.73
B1713AA;CERAFLEX Смеситель для умывальника Grande , литой излив 110 мм;4;6279.66
B1716AA;IS B1716AA Ceraflex Смеситель для раковины 191 мм, CLICK, HWTC, со сливным гарн. (пл.), ∩ излив;4;8345.08
B1717AA;IS B1717AA Ceraflex Смеситель для раковины 160 мм, настенный, CLICK, HWTC;2;6418.98
B1718AA;IS B1718AA Ceraflex Смеситель для биде, CLICK, HWTC, со сливным гарнитуром;2;6279.66
B1720AA;IS B1720AA Ceraflex Смеситель для душа, CLICK, HWTC;3;5525.08
B1721AA;IS B1721AA Ceraflex Смеситель для ванны, CLICK, HWTC;10;6896.95
B1727AA;IS B1727AA Ceraflex Смеситель для кухни 192 мм, CLICK, HWTC, ∩ излив;3;6910.17
B1759AA;IdST B1759AA IDEALRAIN Лейка душевая EVO JET ROUND XL3;2;3805.42
B1760AA;IdST B1760AA IDEALRAIN Лейка душевая EVO JET DIAMOND XL3;8;3921.36
B1761AA;IdST B1761AA IDEALRAIN Душевой гарнитур со штангой EVO JET ROUND XL3;3;7484.75
B1762AA;IdST B1762AA IDEALRAIN Душевой гарнитур со штангой EVO JET DIAMOND XL3;10;7600.68
B1763AA;IdST B1763AA IDEALRAIN Душевой гарнитур со штангой EVO JET ROUND XL3;3;7946.44
B1764AA;IdST B1764AA IDEALRAIN Душевой гарнитур со штангой EVO JET DIAMOND XL3;5;8061.36
B1765AA;IdST B1765AA IDEALRAIN Душевой комплект с настенным держателем EVO JET ROUND XL3;4;5294.24
B1766AA;IdST B1766AA IDEALRAIN Душевой комплект с настенным держателем EVO JET DIAMOND XL3;4;5409.15
B2189AA;Id.St. Ceraflex B2189AA Набор смесителей 3 в 1;10;13948.47
B2231AA;IdST B2231AA IDEALRAIN Лейка душевая EVO ROUND L3;9;2883.05
B2232AA;IdST B2232AA IDEALRAIN Лейка душевая EVO DIAMOND L3;9;2997.97
B2233AA;IdST B2233AA IDEALRAIN Душевой гарнитур со штангой EVO ROUND L3;10;6562.37
B2234AA;IdST B2234AA IDEALRAIN Душевой гарнитур со штангой EVO DIAMOND L3;5;6677.29
B2237AA;IdST B2237AA IDEALRAIN Душевой гарнитур со штангой EVO ROUND L3;6;7024.07
B2238AA;IdST B2238AA IDEALRAIN Душевой гарнитур со штангой EVO DIAMOND L3;6;7138.98
B2239AA;IdST B2239AA IDEALRAIN Душевой комплект с настенным держателем EVO ROUND L3;6;4370.85
B2240AA;IdST B2240AA IDEALRAIN Душевой комплект с настенным держателем EVO DIAMOND L3;6;4486.78
B2266AA;IDEALRAIN ECO EVO SL Душевая система в комплекте с настенным смесителем для душа CONNECT (с функциям;1;31622.03
B2267AA;IDEALRAIN ECO EVO SL Душевая системав комплекте с настенным смесителем для ванны/душа CONNECT (с фун;2;42410.85
B2510AA;Id. Stand Euroflow B2510 AA Смеситель для душа;1;4012.0
B3745AA;Id. Stand CerasPRIN New B3745AA Однорукоятковый смеситель для душа;1;1510.0
B5198AA;Id. Stand CerasPRIN New B5198АА Cмеситель для биде г.п.;1;4208.0
B5315AA;Id. Stand Motion B5315 АА Полотенцедержатель 110 см;1;9648.81
B5316AA;Id. Stand Motion B5316 АА Полотенцедержатель 85 см;1;8820.0
B5317AA;Id. Stand Motion B5317 АА Полотенцедержатель 65 см;3;7388.14
B5344AA;Id. Stand CerasPRIN New B5344AA Смеситель для кухни;5;11161.02
B5347AA;Id. Stand CerasPRIN New B5347AA Однорукоятковый смеситель для кухни с выдвижным изливом;2;20396.95
B5348AA;Id. Stand CerasPRIN New B5348AA Однорукоятковый смеситель для кухни;4;25837.63
B7391AA;B7391AA Встраиваемый смывной напорный клапан для писсуаров G1/2 с задней подв., с кнопкой, нерж. ст;1;9052.88
B7510AA;Id. Stand SanRemo В7510AA Смеситель для раковины, г/п.;4;4313.0
B7516AA;Id. Stand SanRemo B7516AA Смеситель на биде гибк.подв. цеп.;2;6579.68
B7518AA;Id. Stand SanRemo B7518AA Смеситель для умывальника г/п;2;7173.46
B7528AA;Id. Stand SanRemo В7528АА Смеситель на душ;7;5399.15
B7580AA;Id. Stand SanRemo В7580АА Смеситель тюльпан г/п. цеп.;1;1536.0
B7584AA;Id. Stand CerasPRIN New B7584AA Смеситель на кухню;5;5320.0
B7614AA;Id. Stand CeraPlan_New B7614AA Смеситель на кухню;4;8445.76
B7682AA;Id. Stand Alpha New B7682AA Смеситель для ванны Long;5;6783.0
B7883AA;Id. Stand B7883AA Угловой кран;1;861.36
B8065AA;Id. Stand ACTIVE B8065АА Одноручковый смеситель на биде;2;11191.0
B8066AA;IS B8066АА Active Смеситель для душа, CLICK, HWTC;2;13498.98
B8069AA;IS B8069АА Active Смеситель для ванны, CLICK, HWTC;3;16143.05
B8079AA;IS B8079AA Active Смеситель для кухни 134 мм, CLICK, HWTC;2;12438.31
B8084AA;IS B8084АА Active Смеситель для кухни 230 мм, CLICK, HWTC, ∩ излив;2;11782.37
B8109AA;Id. Stand EUROFLOW B8109 AA Смеситель на ванну Long;1;5258.0
B8201AA;Id. Stand Ceraplus B8201 AA Ceraplus См. на раковину;2;9771.86
B8202AA;Id. Stand Ceraplus B8202 AA Ceraplus См. на раковину;2;11176.27
B8206AA;Id. Stand Ceraplus B8206AA Смеситель на биде;5;9890.85
B8207AA;Id. Stand Ceraplus B8207AA Смеситель на душ;6;8356.27
B8208AA;Id. Stand Ceraplus B8208AA Смеситель на ванну;5;11438.64
B8596AA;Id. Stand Slimline B8596AA Смеситель на кухню;1;5617.63
B8630AA;Id. Stand Melange B8630AA Однорукоятковый смеситель для умывальника под 1 от;2;20410.17
B8651AA;IS B8651АА Active Смеситель для душа, CLICK (внешняя монтажная часть);2;13360.68
B8981AA;Id. Stand Retta B8981AA Смеситель для кухонной мойки;6;14776.27
B8984AA;ID-St B8984AA Retta;10;15022.0
B8985AA;Id. Stand Retta B8985AA Смеситель для кухонной мойки с высоким изливом;4;19315.93
B8987AA;ID-St B8987AA Retta Смеситель для кухонной мойки с выдвижным душем;6;19838.64
B8994AA;ID-St B 8994 AA Слимлайн II Смеситель для умывальника;1;2596.0
B8997AA;Id. Stand Slimline II B8997AA Смеситель на раковину 1/2;1;4198.98
B9260AA;IdST B9260AA Полка для ванной;1;6592.88
B9404AA;Id. Stand Idealrain L1 B9404AA Душевая лейка 1Ф хром 120мм;1;1994.24
B9406AA;Id. Stand Idealrain XL1 B9406AA Душевая лейка 1Ф хром 140мм;3;2304.41
B9412AA;Id. Stand Idealrain M1 B9412AA Душевой набор 1Ф хром 100мм 600мм;2;5439.66
B9415AA;Id. Stand Idealrain M3 B9415AA Душевой набор 3Ф хром 100мм 600мм;1;5976.61
B9423AA;ID-St B9423AA Idealrain L1 Душевой набор 1Ф хром 120мм 600мм;4;6504.41
B9425AA;Id. Stand Idealrain L3 B9425AA Душевой набор 3Ф хром 120мм 600мм;1;7044.41
B9427AA;Id. Stand Idealrain L3 B9427AA Душевой набор 3Ф хром 120мм 900мм;2;7682.03
B9428AA;Id. Stand Idealrain B9428AA Душевая штанга 600мм хром L&XL;7;3525.76
B9431AA;Id. Stand Idealrain XL1 B9431AA Душевой набор 1Ф хром 140мм 900мм;1;7359.66
B9444AA;Id. Stand Idealrain L1 B9444AA Настенный держатель верхнего душа 300мм хром;10;3735.25
B9446AA;Id. Stand Idealrain L1 B9446AA Потолочный держатель верхнего душа 100мм хром;7;3735.25
B9448AA;Id. Stand Idealrain L1 B9448AA Шланговое подсоединение хром;10;1765.42
B9490AA;IS B9490AA Ceramix Blue Смеситель для ванны, CLICK, HWTC;2;18878.64
B9493AA;IS B9493AA Ceramix Blue Cмеситель для душа, Ecostop;2;14368.47
B9503AA;Id. Stand Ideaduo S3 B9503AA Душевой набор 3Ф хром 80мм 600мм;4;5011.53
B9560AA;Id. Stand Cerasprint 2012 B9560AA Смеситель для умывальника;2;7442.03
B9564AA;Id. Stand Cerasprint 2012 B9564AA Смеситель для умывальника высокий поворотный излив;5;9772.88
B9566AA;Id. Stand Cerasprint 2012 B9566AA Смеситель для ванны/душа без д/г;4;9532.88
B9568AA;Id. Stand Cerasprint 2012 B9568AA Смеситель для ванны/душа на 1 отв. без д/г;5;10607.8
B9570AA;Id. Stand Cerasprint 2012 B9570AA Смеситель для ванны настенный;3;7342.37
B964670NU;Прокладочный комплект для излива (универсальный);1;38.79
B9653LS;Id. Stand Reflections B9653LS Смеситель для умывальника, гибк, ДК, хром/золото;1;18893.9
B9654AA;ID-St B9654AA Reflections для умывальника поворотный, гибк, ДК, хром;4;16148.14
B9654LS;ID-St B9654LS Reflections для умывальника поворотный, гибк, ДК, хром/золото;6;20020.68
B9655AA;Id. Stand Reflections B9655AA Смеситель для биде, гибк, ДК, хром;1;15889.83
B9655LS;ID-St B9655LS Reflections для биде, гибк, ДК, хром/золото;5;19773.56
B9657LS;Id. Stand Reflections B9657LS Смеситель для ванны, с душ набором, хром/золото;6;27908.14
B9658AA;IS B9658AA Reflections Смеситель для душа;1;13646.44
B9659AA;ID-St B9659AA Reflections для душа, с душ набором, хром;2;18276.61
B9659LS;ID-St B9659LS Reflections для душа, с душ набором, хром/золото;6;22647.46
B9660AA;Id. Stand Reflections B9660AA Смеситель для для мойки, гибк, хром;1;15645.76
B9662AA;ID-St B9662AA Reflections держатель для лейки, хром;2;5087.8
B9835AA;Id. Stand IDEALRAIN PRO M1 душевой гарнитур:душевая лейка 100 мм, штанга 900 мм;1;10470.51
B9844AA;ID-St B9844AA Idealrain Luxe Квадратный верхний душ 300*300 мм;2;32136.61
B9845AA;IS B9845AA Idealrain Pro Верхний душ 400х400 мм, 1 режим, металл, ½;5;46743.05
B9846AA;IdST B9846AA Фиксированный держатель;1;3212.54
B9914AA;Id. Stand Connect B9914AA Однорукоятковый смеситель для умывальника;4;8635.93
B9920AA;Id. Stand Connect B9920AA Однорукоятковый смеситель для биде;4;9043.73
B9924AA;Id. Stand Connect B9924AA Connect Однорукоятковый смеситель для душа;1;9820.68
B9931AA;ID-St B 9931AA Connect Однорукоятковый смеситель для кухонной мойки;4;9029.49
B9932AA;Id. Stand Connect B9932AA Однорукоятковый смеситель для кухонной мойки, поворотный излив;1;8531.19
C1841SV;Id. Stand CONNECT C1841SV Шкаф-подстолье 60см, подвесной, выбеленный дуб;2;31610.0
C1841WG;Id. Stand CONNECT C1841WG Шкаф-подстолье 60см, подвесной, белый глянцевый;2;35547.0
C1842SV;IdST CONNECT C1842SV Шкаф-подстолье 70 см, подвесной, светлый дуб;1;32530.0
C6743KR;IdST CONNECT SPACE C6743KR Подстолье для умывальника, 59 см, полка справ - Глянцевый серый;3;40210.17
C6743WG;IdST CONNECT SPACE C6743WG Подстолье для умывальника, 59 см, полка справа - Глянцевый белый;2;40210.17
C6747WG;IdST CONNECT SPACE GUEST C6747WG Подстолье для E1362 Глянцевый белый;1;32567.8
E004201;Id. Stand CONNECT AIR Aquablade E004201 Напольный пристенный унитаз соло;3;17870.85
E005401;Id. Stand CONNECT AIR Aquablade E005401 Подвесной унитаз;4;19159.32
E009701;Id. Stand CONNECT AIR aquablade E009701 Напольный унитаз для монтажа с бачком;4;16583.39
E018001;Id. Stand CONNECT AIR E018001 Приставное Биде;2;17767.12
E0268AA;IdST CONNECT E0268AA Ограждение для ванны стеклянное, реверсивное;2;30681.0
E027401;Id. Stand CONNECT AIR E027401 Раковина 60 см;2;36046.78
E027901;Id. Stand CONNECT AIR E027901 Умывальник Vanity 840 мм, с отв. под смеситель и отв. перелива;1;27351.86
E034801;Id. Stand CONNECT AIR E034801 Умывальник чаша 60 см;1;13877.29
E036501;Id. Stand CONNECT E036501 Сидение и крышка Aquablade;10;5838.31
E036601;Id. Stand CONNECT E036601 Сидение и крышка микролифт Aquablade;5;9029.49
E039701;Id. Stand CONNECT Aquablade E039701 Унитаз напольный для монтажа с бачком;3;20294.24
E042901;Id. Stand CONNECT Aquablade E042901 Унитаз напольный для монтажа с бачком;1;16671.86
E047901;Id. Stand CONNECT Aquablade E047901 Подвесной унитаз;3;22126.78
E066801;Id. Stand. Tempo E066801 Умывальник 60 см.;1;9194.24
E073401;Id. Stand CONNECT E073401 Бачок для унитаза, нижняя подводка Aquablade;2;9064.07
E074801;Id. Stand CONNECT AIR E074801 Полуколонна с крепежом TT0299331;2;6808.47
E119601;IdST CONNECT SPASE E119601 напольный унитаз для монтажа с бачком;1;21658.98
E119901;IdST CONNECT SPACE E119901 Напольный унитаз - соло;1;18422.03
E120001;IdST CONNECT SPACE E120001 Биде;1;17818.98
E120101;IdST CONNECT SPACE E120101 Биде СНЯТО;1;17818.98
E120201;Id. Stand CONNECT E120201 Угловой бачок;9;15778.98
E136101;IdST CONNECT SPACE E136101 Умывальник 45 см, смес. справа;1;7940.34
E136201;IdST CONNECT SPACE E136201 Умывальник 45 см, смес. слева;2;7940.34
E136301;IdST CONNECT SPACE E136301 Умывальник 50 см;1;8929.83
E136401;IdST CONNECT SPACE E136401 Умывальник 55см;4;9925.42
E136601;Id. Stand CONNECT E136601 Умывальник , 60 см;4;11165.08
E136901;Id. Stand CONNECT SPACE E136901 Умывальник 80 см;3;23116.27
E323767;Id. Stand. Tempo E323767 Ножки 2 шт.;6;3036.61
E3239WG;Id. Stand. Tempo E3239WG Подст. для умыв.600мм дверцы Белый;1;19888.47
E3240OS;Id. Stand. Tempo E3240OS Подст. для умыв. 600 мм ящики Дуб;1;23993.9
E3240SG;Id. Stand. Tempo E3240SG Подст. для умыв. 600мм ящики Серый дуб;2;23993.9
E3241SG;Id. Stand. Tempo E3241SG Подст.для умыв.800мм дверцы Серый дуб;1;20305.42
E3242SG;Id. Stand. Tempo E3242SG Подст. для умыв. 800мм ящики Серый дуб;2;29873.9
E3242WG;Id. Stand. Tempo E3242WG Подст. для умыв. 800 мм ящики Белый;7;33142.37
E3243OS;Id. Stand. Tempo E3243OS Пенал Дуб;1;19748.14
E3243SG;Id. Stand. Tempo E3243SG Пенал Серый дуб;2;19748.14
E3243WG;Id. Stand. Tempo E3243WG Пенал Белый;1;21871.53
E446001;Id. Stand Reflection E446001 Напольный унитаз для монтажа с бачком;1;16647.0
E472101;Id. Stand Reflection E472101 Умывальник 60 см;7;15000.0
E476001;Id. Stand Reflection E476001 Напольное биде;1;10382.0
E503801;Id. Stand. CONNECT E503801 Встраиваемый умывальник овальный 48см с отверстием;1;7572.2
E504001;IdST CONNECT E504001 Встраиваемый умывальник овальный 62 см с отверстием;1;9565.42
E504101;Id. Stand CONNECT E504101 Встраиваемый умывальник круглый 38 см с отверстием;2;8221.02
E504201;IdST CONNECT E504201 Встраиваемый умывальник круглый 48 см с отверстием;4;8968.47
E505001;Id. Stand CONNECT E505001 Умывальник овальный 620мм, встраиваемый под столешницу , белый;1;12501.36
E505201;IdST CONNECT E505201 Встраиваемый умывальник под столешницу круглый 38см;2;10747.12
E505401;Id. Stand CONNECT E505401 Умывальник SPHERE, 48X48;7;11720.34
E6839WG;Id. Stand CONNECT E6839WG Шкаф SPHERE для полувстраиваемого умывальника, белый глянцевый;5;7284.0
E6849SX;Id. Stand CONNECT E6849SX Подвесной пенал 30см, орех;1;13410.0
E6859SX;Id. Stand CONNECT E6859SX Зеркальный шкафчик, 60см, темный орех;1;8681.0
E6866SX;Id. Stand CONNECT E6866SX Столеншница темный орех, для E6839;4;1395.0
E6866WG;Id. Stand CONNECT E6866WG Столешница белая глянцевая, для E6839;2;2243.42
E6885SX;Id. Stand CONNECT E6885SX Столешница для подвесного пенала, орех;3;793.0
E6981AA;Id. Stand CONNECT E6981AA Полотенцедержатель 45 см.;5;9894.92
E6982AA;Id. Stand. CONNECT E6982AA Полотенцедержатель 70 см.;3;11866.78
E6983AA;Id. Stand CONNECT E6983AA Полотенцедержатель 85 см.;2;12505.42
E6984AA;Id. Stand CONNECT E6984AA Полотенцедержатель 100 см.;1;13132.88
E6985AA;Id. Stand CONNECT E6985AA Полотенцедержатель 130 см.;7;18214.58
E712801;IS E712801 Connect Сиденье и крышка, стандарт (дюропласт, стальные шарниры);1;3744.41
E714201;Id. Stand SPACE E714201 Умывальник 44см.;2;2911.0
E717201;Id. Stand SPACE E717201 Унитаз напольный для монтажа с бачком;1;6290.0
E717401;Id. Stand SPACE E717401 Унитаз подвесной;3;6819.0
E717501;Id. Stand CONNECT E717501 Бачок для унитаза CUBE Scandinavian двойной смыв, нижняя подводка.;1;9569.49
E740201;Id. Stand SPACE E740201 Колонна;5;5037.0
E771801;Id. Stand CONNECT E771801 Подвесной унитаз;9;19527.46
E772101;IS E772101 Connect Подвесной унитаз с полностью скрытым креплением, с функцией биде;1;22808.14
E773801;IdST CONNECT E773801 Умывальник CUBE, 70 см;10;14965.42
E781801;Id. Stand. CONNECT E781801 Напольный унитаз с биде, горизонтальный слив (без бачка);1;17545.42
E785401;Id. Stand CONNECT E785401 Умывальник ARC 55см.;10;9203.39
E785601;Id. Stand CONNECT E785601 Бачок для унитаза ARC двойной смыв, нижняя подводка.;7;8962.37
E786101;Id. Stand CONNECT E786101 Бачок для унитаза;10;8962.37
E787501;Id. Stand CONNECT E787501 Умывальник ARC 60 см.;1;9810.51
E7875MA;Id. Stand CONNECT E7875MA Умывальник ARC 60 см.;6;13369.83
E788401;Id. Stand CONNECT E788401 Умывальник CUBE, 50 см;10;8962.37
E788601;Id. Stand CONNECT E788601 Умывальник CUBE 55 см. (узкий);2;9650.85
E791401;Id. Stand CONNECT E791401 Умывальник ARC 35 см. отверстие слева;2;6992.54
